"b1","b2","b3","b4","b5","b6","psi","rho","tau","sigma_dem","sigma_env","SO_0","IO_0","delta","SB1_0","SB2_0","SB3_0","SB4_0","SB5_0","SB6_0","loglik","loglik.se"
4.00435910404568,-3.12480134863113,2.14930936015953,6.32778347586789,5.21426046104136,2.53826784366797,0.00298844961819296,0.0120689655172414,0.00180260356498194,0.0510505280078194,0.437158920230906,0.101722775683539,0.0018392770181375,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.352125797201,0.161638771687153
2.86592523231006,2.07266788138499,1.1238847396941,6.6708581804484,4.82125042532131,3.01375728824113,0.00264660673073328,0.0120970466971626,0.00135260921208907,0.043584501455962,0.465270379771914,0.110746781797809,0.0012706679614892,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.376645325862,0.120534227798
2.89790070601219,-0.194207113563407,0.927108016851425,6.25421709044579,4.86570188967016,2.58491646216905,0.00193984206569495,0.0146324623703433,0.001551493728003,0.0372433958648605,0.460421533561407,0.166160145827479,0.000827312619872236,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.378834170405,0.103799611873131
4.03479231283103,-2.42867572120468,2.3374660061085,6.22669959253828,5.35271960409744,2.41122473878091,0.00297596037418233,0.011551724137931,0.000609744725719389,0.0471399947363225,0.472684548637456,0.10703279456032,0.00140980926434967,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.400984519843,0.113310780464903
4.17031247573412,-5.23150576091507,2.15396910622884,5.85508264941105,5.22542916872392,2.12492275727788,0.00204708885351403,0.0156896551724138,0.00213255783952518,0.0375066647408801,0.468118370898659,0.144256615412182,0.00134943530632979,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.422588034093,0.0733694700036294
3.345840367797,-0.915847196314463,1.85638793594875,6.18090854326653,4.92222423850349,2.56718089109676,0.00210712460201566,0.0131034482758621,0.0014006512201788,0.0351527897606785,0.500204114618905,0.147586154991865,0.00108134194530818,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.425824346324,0.119892593919696
2.7446560276477,1.30991924247221,1.36751505549497,6.3168591927415,4.67992957310756,2.66971923254325,0.00170862944264987,0.0144741602271715,0.00215711043432431,0.034064045886194,0.501524021383408,0.155186929389352,0.00066392243229615,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.432427863437,0.167639912485511
3.78920845299765,-4.11814496772305,0.976534423570203,6.07493856304652,4.95618754395107,2.20564721995797,0.0021340576464301,0.0146801515693704,0.0018665050340954,0.0406334322143079,0.452218952461745,0.161001664809902,0.00172161099791778,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.433058397899,0.165893212254165
3.10898600946119,1.48750170353548,2.27537901924346,6.40222009514734,5.061712107496,2.90249158137941,0.00233639493685443,0.01151077109929,0.00161454401813971,0.0421063364703502,0.458220891584657,0.112444696148458,0.000578554391098269,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.44204037505,0.0925875926787752
3.16603472153674,0.335687214402212,1.08771070863902,6.65192354939641,4.86120925324845,2.82418511810295,0.00287036557833902,0.011551724137931,0.00196723565137011,0.0516845835225869,0.405105032877427,0.123344037672989,0.00113557924458305,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.444685223956,0.0610433078477972
2.65803090387944,1.58236906165435,1.9622542236941,6.02668895860941,4.85615979457175,2.60253605323475,0.00159754097348095,0.0137322782409101,0.00162251854805902,0.0362531312797183,0.449809848351491,0.172819004588585,0.000175376532866488,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.456156537717,0.114123894112698
3.75591155739161,-3.10367228082888,1.41640372983098,6.36173241658843,5.0668104785345,2.55761483273166,0.00286538084776969,0.0125862068965517,0.00204457086414883,0.0462538399828767,0.425079368669162,0.122711841356822,0.00126568017359668,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.456907262155,0.0939806651983467
3.72384023479648,-2.27937841796295,2.00818763251748,6.24435499935158,5.13366347321747,2.62874249219179,0.00315588289449073,0.0120689655172414,0.00193247460442369,0.0506259377228501,0.435308053816111,0.102480257419177,0.000968300137737335,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.457524642888,0.112027314766848
2.53788912060926,2.30580880064198,1.31852939365489,6.49396950535491,4.69651946251939,2.84308515442019,0.00177190224377499,0.0136206896551724,0.00164571014419536,0.0358617432281401,0.471764219890287,0.144513652446151,0.00118667249242714,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.470995276371,0.211513732554169
3.0802625452184,-0.625310789376345,1.82313069433654,5.83234745626753,4.67569422107643,2.42341317192703,0.00134990801162606,0.0168063497827184,0.00208766095255522,0.0310439704489317,0.445179791042481,0.193671080536459,0.00043149863457284,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.483893972554,0.145254645480408
2.74865257475664,1.63337273523279,0.734849836689741,6.76556266023757,4.65086025836283,3.06437281844185,0.0023506565334178,0.0122190353129494,0.00144586737705492,0.0455308341966847,0.472854275079545,0.133072476819153,0.00109817099355036,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.485968703901,0.0933093436997962
4.04740971527902,-4.44622002384004,1.86241496872169,6.05357810821567,5.36495492552299,2.3494945314928,0.00273077657153815,0.0131034482758621,0.00129466296777264,0.0436457225989373,0.462126006181238,0.108959086136751,0.00225354131354235,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.488529543196,0.120940978869172
3.29615287344547,-0.180195309619894,1.17884466747191,6.56176865189726,5.00327201759865,2.8755131053482,0.00267805184058898,0.0118393697755498,0.000772352251424079,0.050322788114403,0.456162409999501,0.114830124788317,0.00172561269585651,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.501837051667,0.095320154093492
3.18471843015606,1.08032020215639,1.5187037486507,6.2479777911617,4.92129176678,2.63083939491114,0.00198503704952146,0.0127839168905393,0.00157221423462271,0.0410367673343367,0.485377685489021,0.151798759359196,0.00165861287473222,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.50336825899,0.11845839445432
3.79836640955645,-3.96300119311172,1.24326810536215,6.12604723855408,5.02891431493517,2.19618403177467,0.00184416899729496,0.0156896551724138,0.00212730889150262,0.0363747408845513,0.441477533682852,0.150992018495389,0.00204411416369724,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.527788929353,0.0633913472151876
3.63944853656947,-3.5126159163959,1.12239054915899,6.09537107823723,4.79730780826044,2.23274322002811,0.00161022702331574,0.0162068965517241,0.00177197600527632,0.0336794641702016,0.461602661797833,0.183430124282974,0.00113374898239893,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.540055307756,0.119239472954571
3.89566201839463,-4.61454535395581,1.45240945659276,6.29901840558284,5.0650920420618,2.33725546696925,0.00272788499847609,0.0131034482758621,0.00163904795460464,0.0492285212660131,0.410126698995237,0.130720997266486,0.00196419290448298,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.560054813396,0.085604648768654
3.1225517868437,0.624279390314567,1.31805344287429,6.51118796218441,5.01299208770929,2.96195574834477,0.00265084538692078,0.0118654099093089,0.000732806063897295,0.0457777999258273,0.506766815880133,0.113490416996191,0.00208304539299176,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.561382885439,0.111475205865329
3.51250733466444,-2.13023366637221,1.21648887127004,6.23915561087051,4.95271279080893,2.40809495062404,0.00195824822851709,0.0132408310185861,0.00108944031061565,0.0415357135402482,0.460530672322266,0.163428691402791,0.0011941450005834,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.567929324798,0.117122928480443
2.9563344371154,0.537745275463921,1.18309929836755,6.31622260696047,4.61495100866368,2.50758336859478,0.00167218375128626,0.0145955193306637,0.00102471498493686,0.0321923506471333,0.473666273963156,0.187156580749116,0.000851930535199572,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.569037220924,0.147618501733767
3.26167977032795,0.766002248584599,2.05089930614013,6.00384824256521,5.01589962111389,2.43917164309581,0.00176035625585989,0.0134692691622472,0.00154022636319329,0.0329661031882176,0.502929943028956,0.165718369187603,0.000434873464511314,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.570690774952,0.163676506931956
3.57363739193578,-3.44466425754384,1.19409556224358,6.10960550654158,4.78939805587213,2.27086432170996,0.00161362028515888,0.0167241379310345,0.00101043838159711,0.0324170440915731,0.49251908762908,0.166874598031739,0.00073446132214637,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.577124692697,0.14946837094249
2.96370192893853,1.79472437833076,1.28813078418421,6.42344511058689,4.79465904146169,2.73650478233042,0.00199980480591977,0.012429185357354,0.00169139038380212,0.0354126606923792,0.494322153260134,0.150891062491863,0.00124611013419901,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.60572058938,0.0575119480146119
3.00813840266428,0.391153753917263,0.895039985154676,6.4950682741425,4.72770079535486,2.51222110378846,0.00174176898390761,0.0138255826474825,0.00108717693993409,0.0369971167591671,0.490651617619842,0.172191481638969,0.000486436413805699,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.60620117166,0.110270144309949
3.09860931486547,0.779463913148898,2.31203997444159,6.01329356569945,4.99286153801435,2.61439428293526,0.00213533294189147,0.012808830793089,0.000900944858491855,0.0456019814871247,0.473585013499051,0.150686471466042,0.00077789864947129,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.612672107978,0.0853173614577036
3.15898064678076,-0.0248971134863694,0.82794605297155,6.49769697618574,5.07208690281841,2.68638718183798,0.00280518336110788,0.0125862068965517,0.00105411019089961,0.0486399418088125,0.466439970423353,0.120150332229198,0.00344426831134518,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.619470328009,0.210342326893661
2.65353675553754,1.29616969133141,0.821960706116898,6.30838503938229,4.52869039815906,2.56142502142425,0.00135438913129256,0.0154157489219508,0.00175414181591801,0.0354411173231298,0.444755264033259,0.192199926301379,0.000373465441710516,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.632235442203,0.152728139338687
2.88002601649011,1.30569637816148,0.779163498167836,6.33072392349492,4.80362374521729,2.74375904777488,0.0019738429561263,0.0135324517157646,0.00211675803781424,0.040676779773945,0.403909189276324,0.149100592197466,0.000704328980468708,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.632954346256,0.113576134910151
2.90291095534363,1.66790689117166,0.813392591042188,6.41087253189484,4.86154317511832,2.65015154323979,0.0019542932443732,0.0127544686354065,0.00109904494264211,0.0405495974454784,0.464543220617125,0.153418510098391,0.000664109827289392,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.636990315878,0.102151117648631
2.92776045327424,0.124707450418622,1.77342524197489,5.83330667391279,4.73907833442957,2.33057039637619,0.00111456144316689,0.0203448275862069,0.002549077098662,0.0268536824059965,0.469606159563412,0.186275141543399,0.00034282215122789,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.641355325418,0.110940572785147
2.7845918248153,1.51119707805894,1.03517840409119,6.68710667564861,4.68352425808861,2.90955902977584,0.00233934107342823,0.0116887404765572,0.00182782602938895,0.0454583248613302,0.447210584950528,0.13816230940712,0.00103960526840207,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.65704334548,0.0990303836527379
3.24549899125894,0.485089086906213,1.13398844119797,6.53063136263114,4.727027171717,2.52581172397271,0.00194294446182646,0.0142683932165334,0.00124042346713825,0.0399627298335161,0.435343126015528,0.149786961771412,0.000947683086114148,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.660758966643,0.153222124578323
2.49309060015135,1.94591982762595,1.53580841732606,6.14914527154942,4.70767038963774,2.54229057035805,0.00148772010649711,0.0142755728360661,0.00215820199532458,0.0336666402153655,0.453284561769867,0.184132277667286,0.00055969542673537,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.670199578014,0.201303423464043
3.84008910671691,-4.50938992985288,2.02450209598375,5.89273191016191,4.90562574959655,2.15206585406492,0.00155940657998681,0.0172413793103448,0.00164701089487906,0.0326529520789404,0.462888071714376,0.175680497605845,0.000450883946885121,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.676558493048,0.0904864304337558
3.0402347233793,-0.603629353996011,1.10854953155379,6.4354090991448,4.71700307905295,2.72974677156721,0.0022923691233108,0.0127772875332868,0.00248943263859017,0.0412099156803913,0.449701780342359,0.14912842681984,0.00170359302880225,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.684217434044,0.0892251394722172
3.46856073412372,-1.87604746002801,0.816302714773967,6.28099600495057,4.94048054114688,2.43100751828588,0.0020156190594597,0.0146551724137931,0.00173631236738805,0.0386681937298821,0.493138871048056,0.148812445929323,0.00302287666116892,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.686082370406,0.0933692251086174
4.10265997700465,-4.78825960794048,2.25400359343923,6.26537700698323,5.17577190990827,2.54925197164006,0.00267578457336264,0.0125862068965517,0.000698109167372489,0.0455858883434009,0.463648713739971,0.116463315154066,0.0020173209831715,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.693101255635,0.0914556048962352
2.75980227156584,1.20108406185969,0.73826473582647,6.36878011440412,4.59068798627897,2.52933711344489,0.00140380244990561,0.0172413793103448,0.00223664115864565,0.0309187758879106,0.488620967200009,0.181217558952362,0.000503356545545049,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.696958628004,0.0818314653933096
2.95674833065117,1.81078246637654,1.426074846228,6.64740208593465,4.83429121061082,3.15727173026639,0.00258166818739805,0.0114536922277085,0.00122413817798733,0.0498192970140697,0.459780726285159,0.112250463124344,0.00096984070563383,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.702413197807,0.150825578461899
2.94031643878586,-0.807294129917798,1.07410099986643,6.07860943198718,4.67778095412865,2.25172077870369,0.00115462173508454,0.0198275862068965,0.00266325771237794,0.0286516310592428,0.444170757562097,0.199712039338916,0.000591709126884065,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.719308536406,0.155746886881184
2.97656938062131,-1.64520033302255,1.04525407511522,5.99619729498424,4.61422555681404,2.23492674371153,0.000999154904714509,0.0213793103448276,0.00225892298294167,0.0256462879434439,0.462792253108509,0.228845418158146,0.000670664772475543,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.721141932791,0.0894097689777512
2.60787963866808,1.77635099353482,1.37394105075209,6.44596031391051,4.75125134486409,2.75349034575565,0.00176591869479472,0.0128079388134997,4.41667236203853e-05,0.0360773398687837,0.531827121031874,0.162773689925123,0.000515698446229391,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.72542654243,0.138165597115226
3.69667184535049,-0.520205140472662,1.3007286151147,6.33614829019289,5.21470613054703,2.39241095919817,0.00227332967466406,0.0133278869836476,0.00185866319166924,0.0413397242256843,0.447783598438897,0.117930289334185,0.00170359881591713,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.735489682267,0.133737603347266
3.54873101032176,-2.99437359678157,1.56871626254949,5.90202055108373,5.10104617683754,2.2941882991113,0.00196546464044079,0.0162068965517241,0.00133661777298398,0.0375518574652502,0.479476697707926,0.14371859895198,0.00212103878827663,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.757246637201,0.13780171017706
2.80536430208626,1.37470716400232,0.6009755266919,6.46988096195661,4.49361825244843,2.74894483570778,0.00166513051711019,0.0144531467013001,0.00170467022561011,0.0348154823856755,0.470660658320049,0.178751067018247,0.000473599026217151,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.757468830174,0.112621897590181
2.70702574779114,1.87231486710832,0.411811658786764,6.6481431846526,4.77605268790228,2.98299803809446,0.00253376768154201,0.0120689655172414,0.00140363839366391,0.0442963654853098,0.469470550232654,0.137115663755465,0.00184083596882031,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.764897119582,0.1463795273041
2.57957374251022,1.21211901748219,1.16540442316437,5.88401688626875,4.58289973265337,2.30730602567166,0.000911664094629399,0.0208620689655172,0.00181633815932746,0.0267891414397371,0.482482365809993,0.229671375234063,0.000252641631244709,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.765148404346,0.11653563961968
2.21046021576468,1.68971390882489,0.673399370324057,6.2789959116761,4.33890001917376,2.7065736334512,0.00101797779471223,0.0187931034482759,0.0025899465862019,0.0281637557125372,0.475113327380878,0.219141317977148,0.000674253906053,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.77455337095,0.16495242756737
3.37564081036708,-0.358904920800865,1.0849873537411,6.50581516522828,4.75752074710513,2.70255763399935,0.00234818308413558,0.0120020104473873,0.000365894355931599,0.04949564425478,0.476714681149139,0.152332516201627,0.0010661933273456,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.787259615168,0.167021499394399
2.4776361058121,1.78386819279965,1.5772632251835,6.10430610866662,4.53219339729529,2.54457510593095,0.00102380815761212,0.0177793970168759,0.00169365781462064,0.0267230517468146,0.530541024089453,0.202081673419093,0.000425671661687506,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.791499900715,0.0773304474926117
3.07255453121786,0.681065627882874,2.06176838919808,5.74157933501084,5.03138380367403,2.34150948151677,0.00159318197146943,0.0148617588260988,0.000161929616189577,0.0332200543148045,0.47713682154476,0.175430393427243,0.000587602016777376,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.792904535453,0.116894427309042
3.44370616412887,0.617167961738288,1.95422083538037,6.38926681230403,4.93018404792204,2.69089931522281,0.00218304721782774,0.0133185323618257,0.0011035369283288,0.0384538184333389,0.478280144976127,0.122452508922431,0.000926215971435775,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.797929235118,0.0997653008152692
3.53848120284882,-3.13755958070479,2.05718514232523,5.94327466658055,4.98587724044512,2.3684542876897,0.00222167208031022,0.0134506494522887,0.00184828997245977,0.0412078169891208,0.410208857864931,0.154647156159398,0.000501561446762107,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.798714017478,0.102265291176107
3.9292427930299,-3.72247332290748,2.87953274944675,5.80932260344003,5.28862363586438,2.24381491544187,0.00237776033768555,0.0132081505554343,0.00123017449601274,0.041361386721692,0.474372724562619,0.128162664287114,0.00134814311713669,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.807374536956,0.161632808538895
3.00660684203957,0.991554112498672,1.27535274505292,6.42411497030455,4.89918030021388,2.8527996588189,0.00270172370277507,0.0125862068965517,0.00228335952598083,0.0493144342582607,0.407733065200375,0.111042257442856,0.00211161407960491,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.826459280451,0.148757250620304
3.22679836271311,-0.168514897908299,0.942080443168837,6.17308146537332,4.83823763191871,2.36383097936325,0.00162490633837079,0.0156252054250611,0.0023864390477129,0.0359472219449534,0.471734768913261,0.167876496430689,0.00062719746005218,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.828030441492,0.0456324236158928
4.275375374799,-7.133187975846,2.17457406472447,5.83079222744652,5.05177304224418,2.06863001289652,0.00213399133691808,0.0141379310344828,0.00170426260991789,0.0432775648957932,0.440706749541174,0.168818438145143,0.00169459813524595,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.828992256133,0.103529565305226
3.3674375543822,-2.71970953140786,0.589561903406082,6.20831005438002,4.76317643651608,2.29267177586779,0.00148122430123748,0.0187931034482759,0.0013669224212829,0.0340564393037023,0.464133184783435,0.18048143556359,0.00186437141441325,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.837972007179,0.146211081205257
2.65995607515588,0.541554753716209,0.390167302744009,6.19091212492025,4.5063694098616,2.35728073325353,0.000890807566498466,0.0218150224604363,0.00257154511158506,0.0252111060212652,0.504669259078182,0.228590800297384,0.000912270517939982,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.838847596508,0.174964962193265
2.79244074086671,-0.436605801997911,0.126646032517978,6.53666840281798,4.52429574045471,2.57756681196955,0.00162367719242457,0.0177586206896552,0.00128286491044944,0.0354206610451868,0.469112160133479,0.169450010735948,0.00136606899216837,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.84252556701,0.158448978145181
2.98650950656882,-0.180550819248965,0.984972473429001,6.19234261119918,4.59917703699884,2.47025413436473,0.00127451516311888,0.0182758620689655,0.00291861801088629,0.0308645348438307,0.440754494544454,0.189161673010225,0.00158729005869087,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.849733109536,0.118243752527249
3.48029624236166,-3.06680869912246,0.814458316478478,6.22171034217704,4.83842631309952,2.24302497939147,0.00152040273347237,0.0182758620689655,0.0017757086213204,0.0333839277455471,0.464854637765526,0.168944200044894,0.00195274735264075,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.859525502209,0.134445522538771
3.00540043130937,-0.0054991755484615,2.14337022308887,6.0391602217558,4.78315865453034,2.51045848922299,0.00164579524904126,0.0156481124707391,0.00150021360952134,0.0396198139760529,0.4454569824119,0.160222370590938,0.00018352012683404,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.860881637984,0.0832106521506512
2.67144371234082,2.32352475283445,1.54956547198515,6.62196708896335,4.67716685212373,2.93218748091714,0.00155600740444519,0.0133581635702373,0.0014020446592158,0.0351909839371545,0.511403962871092,0.145287960654474,0.000663284535284113,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.867940287475,0.12084631837704
2.61222324978867,0.824082067329569,0.574570289769771,6.11945572561627,4.43249206872127,2.40814776166628,0.000977434537478557,0.0208620689655172,0.00173572371907281,0.0268188771123245,0.470815592203269,0.230039346094934,0.000834837199587822,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.868740959167,0.136548027625818
3.19443061928675,0.285454310128623,1.21080024516288,6.41168725320776,4.92634740981609,2.63807632409055,0.00189963892084355,0.0156896551724138,0.00248036736498522,0.0386424776558915,0.453545737041981,0.125036822970134,0.00198562146263465,0.0166666666666667,4069,4565,4410,4616,4305,4032,-795.869767293109,0.115629619863578
